service_id,name,name_ja,url
1101,JWord,JWord,https://www.jword.jp/
1104,STORE's R eight,ストアーズ・アールエイト,https://shopping.valuecommerce.ne.jp/r8/
1105,Logreco,ログレコ,https://www.logreco.jp/
1106,AppDynamics,AppDynamics,https://www.appdynamics.com/ja_jp/index.html?country-redirect=true
1107,Demandbase,Demandbase,https://www.demandbase.com/
1108,Certona,Certona,https://monetate.com/
1109,Contents Recommend,Contents Recommend,https://www.submit.ne.jp/contentsrecommend
1110,Adobe Experience Manager,Adobe Experience Manager,https://business.adobe.com/products/experience-manager/assets/dynamic-media.html
1111,CARTSTAR,CARTSTAR,https://commerce-star.com/
1112,TEMPOSTAR,TEMPOSTAR,https://commerce-star.com/
1113,ec-CONCIER,ecコンシェル,https://ec-concier.com/
1114,MyFonts,MyFonts,https://www.myfonts.com/
1115,Better Business Bureaus,Better Business Bureaus,https://www.bbb.org/
1116,i-news,i-news,https://scala-com.jp/i-news/
1117,ZUNOH,ZUNOH,
1118,EC RECOMMENDER,ECレコメンダー,https://exp-data.com/recommend/
1119,IBM Digital Analytics,IBM Digital Analytics,https://www.ibm.com/us-en/marketplace/analytics-for-your-digital-properties
1120,LiveChat,LiveChat,https://www.livechat.com/
1121,Gunosy Ads,Gunosy Ads,https://gunosy.co.jp/ad/
1122,Evernote,Evernote,https://evernote.com/
1123,GRC,GRC,
1125,Media Weaver,Media Weaver,https://mediaweaver.jp/
1126,flamingo,flamingo,https://www.i3design.jp/services/flamingo
1127,WorldShopping,WorldShopping,https://www.zig-zag.co.jp/
1129,newzia Connect,newzia　コネクト,https://lift.logly.co.jp/
1130,Heteml,Heteml,https://heteml.jp/
1131,afb,afb,https://www.afi-b.com/
1132,COSMIC,COSMIC,https://cosmic4.com/
1133,Gyro-n,Gyro-n,https://www.gyro-n.com/
1134,Adinte,アドインテ,https://adinte.co.jp/business/
1135,Gree Ads,Gree Ads,https://ads.gree.net/ja/
1136,Vasta,Vasta,https://value-creation.jp/
1138,JUSTUNO,JUSTUNO,https://www.justuno.com/
1139,inspectlet,inspectlet,https://www.inspectlet.com/
1140,WHOISVISITING,WHOISVISITING,https://www.whoisvisiting.com/
1141,Amplitude,Amplitude,https://amplitude.com/
1142,Olark,Olark,https://www.olark.com/
1143,Kantan Touroku,かんたん登録,https://usonar.co.jp/service/usonar/
1144,TDB Web Server Certification,TDBサーバ証明書発行サービス,https://www.tdb.co.jp/services/lineup/srv_service/
1145,Upland,Upland,https://uplandsoftware.com/
1146,AdMedia,AdMedia,https://admedia.com/
1147,MadKudu,MadKudu,https://www.madkudu.com/
1149,Telaria,Telaria,
1150,Fanplayr,Fanplayr,https://www.fanplayr.com/
1151,GENIEE MA,GENIEE MA,https://ma-jin.jp/
1152,Jimdo,Jimdo,https://www.jimdo.com/de/
1153,GRED Web tampering check Cloud,GRED Web改ざんチェック Cloud,https://www.securebrain.co.jp/products/gred/function.html
1154,Form Assist,Form Assist,https://efo.showcase-tv.com/formassist
1155,Nielsen Video Analytics,Nielsen Video Analytics,https://www.nielsenonlinesupport.com/clientsupport/pages/products/va/va.html
1156,JW Player,JW Player,https://jwplayer.com/
1157,BlueShift,BlueShift,https://blueshift.com/
1158,Branch,Branch,https://www.branch.io/
1159,Selectable Media,Selectable Media,
1160,karma,karma,https://www.dotdashmeredith.com/
1161,Vergic,Vergic,https://www.vergic.com/
1162,iAdvize,iAdvize,https://www.iadvize.com/en/
1163,CONTENTSQUARE,CONTENTSQUARE,https://contentsquare.com/
1164,Amobee,Amobee,https://www.amobee.com/
1165,PriceSpider,PriceSpider,https://www.pricespider.com/
1166,Ghostery,Ghostery,https://www.ghostery.com/
1167,unis,unis,
1168,Clicktripz,Clicktripz,https://site.clicktripz.com/
1169,Taxel,Taxel,https://taxel.media/
1170,OMOTENASHI DSP,おもてなしDSP,
1171,WakuWaku Shop,わくわく店舗,https://tempo.ltv-lab.jp/
1173,Akamai FreeFlow,Akamai FreeFlow,
1174,Salesforce Commerce Cloud,Salesforce Commerce Cloud,https://www.salesforce.com/commerce/?bc=OSC
1175,Bronto,Bronto,https://www.netsuite.com/portal/home.shtml
1176,Valid,Valid,https://www.valid.com/
1177,G2 Crowd,G2 Crowd,https://www.g2.com/
1178,Onclusive Media Monitoring,Onclusive Media Monitoring,https://onclusive.com/en-gb/
1180,Epsilon,Epsilon,https://www.epsilon.com/apac
1182,Peraichi,ペライチ,https://peraichi.com/
1183,Material Design Lite,Material Design Lite,https://getmdl.io/
1184,SHOP-Maker,SHOP-Maker,https://www.shopmaker.jp/
1185,Usergram,Usergram,https://www.bebit.co.jp/services/ux-ops/usergram/
1186,Mautic,Mautic,https://mautic.org/
1187,Stripe,Stripe,https://stripe.com/jp
1188,TrustYou,TrustYou,https://www.trustyou.com/
1189,Local Measure,Local Measure,https://www.localmeasure.com/
1190,Piwik.pro,Piwik.pro,https://piwik.pro/homepage-a/
1191,Bazaarvoice,Bazaarvoice,https://www.bazaarvoice.com/
1192,Wantedly Open API,Wantedly Open API,https://sg.wantedly.com/developers
1193,Font Awesome,Font Awesome,https://fontawesome.com/
1194,Fruity Form,フルーティーフォーム,
1195,BowNow,BowNow,https://bow-now.jp/
1196,Dynatrace,Dynatrace,https://www.dynatrace.com/
1197,digima,digima,https://digima.com/
1198,CLEARBIT,CLEARBIT,https://clearbit.com/
1199,iCrossing,iCrossing,https://www.icrossing.com/
1200,Kenshoo,Kenshoo,https://skai.io/
1201,LeadLander,LeadLander,https://leadlander.com/
1202,6Sense,6sense,https://6sense.com/
1203,sinclo,sinclo,https://chat.sinclo.jp/
1204,Captora,Captora,
1205,Adobe Marketo Measure,Adobe Marketo Measure,https://business.adobe.com/products/marketo/bizible.html
1206,Invoca,Invoca,https://www.invoca.com/
1207,LODEO,LODEO,https://www.lodeo.io/
1208,OSDN,OSDN,https://osdn.co.jp/
1209,Impreva Advanced Bot Protection,Impreva Advanced Bot Protection,https://www.imperva.com/products/advanced-bot-protection-management/
1211,Promise Mail,Promise Mail,https://promise-mail.com/
1212,Placehold.jp,Placehold.jp,https://placehold.jp/
1213,HAROiD,HAROiD,
1214,Ooyala,Ooyala,https://www.dalet.com/
1215,SURFPOINT,SURFPOINT,https://www.surfpoint.jp/
1216,WEB-Transer,WEB-Transer,https://www.crosslanguage.co.jp/
1217,Geniee SSP,Geniee SSP,https://geniee.co.jp/products/ssp/
1218,teamLab search,teamLab search,https://www.team-lab.com/search/?q=%25E3%2583%2581%25E3%2583%25BC%25E3%2583%25A0%25E3%2583%25A9%25E3%2583%259C%25E3%2582%25B5%25E3%2582%25A4%25E3%2583%2588%25E3%2582%25B5%25E3%2583%25BC%25E3%2583%2581
1219,rakulog,らくらくログ解析,https://www.rakulog.com/
1220,millvi,ミルビィ,https://millvi.jp/
1221,CAM FORCE,CAM FORCE,
1222,DuraSite-Tracker,DuraSite-Tracker,https://www.accelia.net/
1225,IBM Cloud Video,IBMクラウドビデオ,https://video.ibm.com/
1226,Videog,ビデオグ,https://videog.jp/
1227,Mux,Mux,https://www.mux.com/
1228,Benchmark Email,Benchmark Email,https://www.benchmarkemail.com/
1229,HONcode,HONcode,
1230,eurie Desk,eurie Desk,
1231,Creative Commons License,Creative Commons License,https://licensebuttons.net/
1232,GMO MAKESHOP,GMO MAKESHOP,https://www.makeshop.jp/
1233,EFO CUBE,EFO CUBE,https://www.efo-cube.info/
1234,Yahoo Video Ads,Yahoo Video Ads,https://www.advertising.yahooinc.com/our-dsp/video
1235,CA Tag Solution,CA Tag Solution,http://web.tg-m.jp/
1236,Google Botguard,Google Botguard,
1237,Adobe Advertising,Adobe Advertising,https://business.adobe.com/products/advertising.html
1238,smaato,smaato,https://www.smaato.com/
1239,Easy Entry,Easy Entry,
1240,NTT Resonant Ad,NTTレゾナント広告,https://ad.goo.ne.jp/adinfo/index.html
1241,DataXu,DataXu,https://advertising.roku.com/
1242,sitescout,sitescout,
1243,CloudSecure,クラウドセキュア,https://cloudsecure.co.jp/
1244,Zoho CRM,Zoho CRM,https://www.zoho.com/
1245,PubNub,PubNub,https://www.pubnub.com/
1246,ShowTalk,ShowTalk,https://showtalk.co.jp/
1247,GroupM Nexus,GroupM Nexus,https://www.groupm.com/
1248,Viant,Viant,https://www.viantinc.com/
1249,Ameba,Ameba,https://ameba-ad-pr.amebaownd.com/
1250,LinkedIn Ads,LinkedIn Ads,https://business.linkedin.com/advertise/ads
1251,CookiePro,CookiePro,https://www.onetrust.com/cookiepro/
1252,SessionCam,SessionCam,https://www.glassbox.com/sessioncam/
1253,Adkernel,Adkernel,https://adkernel.com/
1254,SiTest,SiTest,https://sitest.jp/
1255,UZOU,UZOU,https://uzou.jp/
1256,Hatena Bookmark count API,はてなブックマーク件数取得API,https://developer.hatena.ne.jp/ja/documents/bookmark/apis/getcount/
1257,VoicePocket,VoicePocket,https://voicepocket.net/
1259,Keen,Keen,https://keen.io/
1260,AdGear,AdGear,https://samsungads.ca/en/
1261,Innovid,Innovid,https://www.innovid.com/
1262,X-lift,クロスリフト,
1263,Bypass,Bypass,https://bypass.jp/ja/
1264,qualva,qualva,https://qualva.com/
1266,AC Affiliate,ACアフィリエイト,https://www.ac-associate.com/affiliates/
1267,Impression Desk,Impression Desk,
1268,RunDSP,RunDSP,http://www.runads.com/
1269,Sumo,Sumo,https://bdow.com/
1271,bpush,bpush,
1272,FC2 Analyzer,FC2 アクセス解析,https://analyzer.fc2.com/
1273,AdPicker,AdPicker,https://adpicker.net/
1274,PolymorphicAds,ポリモフィックアドス,https://www.craid-inc.com/lp/polymorphicads/
1275,NewsTV,NewsTV,https://news-tv.jp/
1276,count.jsoon,count.jsoon,
1277,widgetoon.js,widgetoon.js,
1278,Digilant,Digilant,https://digilant.com/
1279,OWNLY,OWNLY,https://www.ownly.jp/
1280,XJ-Storage,XJ-Storage,https://www.wizlabo.jp/
1282,NAVITIME Store Guide ASP,NAVITIME 店舗案内ASP,https://location-cloud.navitime.co.jp/media?frm=oldsite
1283,IR POCKET,IRポケット,https://irpocket.com/
1284,MobileMK,MobileMK,
1285,do-blog,ドゥブログ,https://www.do-blog.jp/
1286,LinkBox,LinkBox,https://t2.jiji.com/linkbox?userID=pr
1287,Yahoo Auction Viewer,ヤフオクビューワー,http://kks-box.net/
1288,Yahoo! Custom Search,Yahoo!検索 カスタムサーチ,
1289,Undertone,Undertone,https://www.undertone.com/
1290,Synapse,シナプス,https://47ps.it-comm.co.jp/
1291,LocalFolio,ローカルフォリオ,https://lp.leadplus.co.jp/ads/service/service-localfolio
1292,Feednami,Feednami,https://toolkit.sekando.com/docs/en/feednami
1294,Jivox IQ,Jivox IQ,https://jivox.com/
1295,SundaySky,SundaySky,https://sundaysky.com/
1296,AT Internet,AT Internet,
1297,Accela BizSearch ASP,Accela BizSearch ASP サイト内検索,https://www.accelatech.com/product/bs-asp
1298,X-log,X-log,https://x-log.ai/
1299,Shop Serve,ショップサーブ,https://shopserve.estore.jp/
1300,LinkShare,リンクシェア,https://www.linkshare.ne.jp/
1301,appYuser,appYuser,https://www.quadran.eu/en/appyuser-insight/
1302,Zoho SalesIQ,Zoho SalesIQ,https://www.zoho.com/salesiq/
1303,List Finder(Cluez Marketing Plan),リストファインダー(クルーズマーケティングプラン),https://www.aperza.com/catalog/
1304,SITE STRATOS,サイトストラトス,
1305,Lead Analyzer,Lead Analyzer,http://www.leadanalyzer.jp/
1306,Adobe Get Flash Player,Adobe Get Flash Player,https://www.adobe.com/products/flashplayer/end-of-life-alternative.html
1307,mediaplex SSP,mediaplex SSP,
1308,Amazon Kinesis Data Streams,Amazon Kinesis Data Streams,https://aws.amazon.com/kinesis/data-streams/
1309,Kantan Access Analyzer,かんたんアクセス解析,https://kantan-access.com/
1310,SmartVision IR,SmartVision IR,https://ivision.ne.jp/ir/
1311,ShareWith,シェアウィズ,https://www.share-with.info/jp/index.html
1312,Fudosan rengotai,不動産連合隊,https://www.rals.net/
1313,JANet,ジャネット,https://j-a-net.jp/
1314,A1WebStats,A1WebStats,https://a1webstats.com/
1315,ForeSee,ForeSee,https://www.verint.com/voice-of-the-customer/predictive-modeling/
1316,SELEsite,セレサイト,https://v4.selesite.com/
1317,canata SG,canata SG,
1318,Usabilla,Usabilla,https://www.surveymonkey.com/roles/cx/
1319,HP Meister,ホームページマイスター,https://www.hpmeister.jp/
1321,Infinite Scroll,Infinite Scroll,https://infinite-scroll.com/
1322,Ninja omatome button,忍者おまとめボタン,https://www.ninja.co.jp/omatome/
1323,DBFocus,DBFocus,https://www.symphony-marketing.co.jp/marketing/dc/
1324,Mapion,マピオン,https://www.mapion.co.jp/
1325,Salesforce marketing cloud Email Studio,Salesforce marketing cloud Email Studio,https://www.salesforce.com/marketing/engagement/?bc=OSC
1326,WebSysAccessCounter,ウェブシスアクセスカウンター,
1327,GETTER,GETTER,
1328,E-PAGERANK,E-ページランク,http://e-pagerank.net/
1329,EMIDAS,エミダス,https://service.nc-net.com/pr/service/
1330,goo Search Solution,goo Search Solution,https://searchsolution.goo.ne.jp/
1331,Live Agent,Live Agent,https://www.liveagent.com/
1332,Adobe Business Catalyst,Adobe Business Catalyst,
1333,Strikingly,Strikingly,https://www.strikingly.com/
1334,Web sanbo,Web参謀,http://sanbo.web-strategy.jp/
1335,Beeswax,Beeswax,https://www.beeswax.com/
1336,LinkedIn Developers,LinkedIn Developers,https://developer.linkedin.com/
1337,wonder,wonder,https://www.vantage.jp/
1339,Access Counter,アクセスカウンタ,https://asahi-net.jp/support/guide/homepage/web_counter/
1340,Ninja Tools,忍者ツールズ,https://www.ninja.co.jp/
1341,CSS Validation Service,CSS Validation Service,https://jigsaw.w3.org/css-validator/validator.html
1342,OAuth validator,OAuth validator,https://github.com/jublo/oauth-validator-php
1343,wellmo,ウェルモ,https://wellmo.io/
1344,Tsukaeru HomePage,使えるホームページ,https://asakurasoft.co.jp/hp.html
1345,LinkedIn CDN,LinkedIn CDN,
1346,SWC,SWC,
1347,IR STREET,IR STREET,https://www.irstreet.com/jp/member.php?content=member_guide_corporation
1348,recipe calendar,レシピカレンダー,https://www.bob-an.com/
1349,PowerLinks,PowerLinks,https://www.powerlinks.com/
1350,COW TELEVISION,COW TELEVISION,https://www.cowtv.jp/
1351,REAL TYPE,REAL TYPE,https://www.realtype.jp/
1352,Linkedin Insight Tag,Linkedin Insight タグ,https://www.linkedin.com/help/lms/answer/a427660/the-linkedin-insight-tag-frequently-asked-questions?lang=en-us&intendedLocale=en
1353,BB-ANALYTICS,BB-ANALYTICS,http://bb-analytics.jp/
1354,CALLSCOPE,CALLSCOPE,
1355,Oracle Customer Experience,Oracle Customer Experience,https://www.oracle.com/cx/
1356,Oracle Service,Oracle Service,https://www.oracle.com/cx/service/
1357,SiteCensus,SiteCensus,
1358,Lead Forensics,Lead Forensics,https://www.leadforensics.com/
1359,free-counter,無料アクセスカウンター,https://www.stylemap.co.jp/
1360,Smartphone Converter,Smartphone Converter,https://www.showcase-tv.com/service/
1361,dreamaASP,ドリーマASP,https://www.dreama.jp/
1362,Tripadvisor Widgets,トリップアドバイザー ウィジェット,https://www.tripadvisor.com/Widgets
1363,Rollbar,Rollbar,https://rollbar.com/
1364,e-target,e-target,
1365,Gator.IO Platform,Gator.IO Platform,https://gator.io/
1366,Siteimprove Analytics,Siteimprove Analytics,https://www.siteimprove.com/platform/digital-experience-analytics/
1367,squarespace,squarespace,https://www.squarespace.com/templates
1368,GTA,GTA,https://www.gta-travel.com/
1369,DYNA IBE,DYNA IBE,https://www.dyn.co.jp/service/ibe/
1370,SipsTool,SipsTool,https://www.sipstool.jp/
1371,kaipara banner,買いパラ バナー,http://www.kaipara.net/
1372,Copybar,Copybar,https://copybar.io/
1373,i-ask,i-ask,https://scala-com.jp/i-ask/
1374,engage,engage,https://en-gage.net/
1375,Sectigo Secure Site Seal,Sectigo Secure Site Seal,https://www.trustlogo.com/
1376,LeadLab,LeadLab,https://wiredminds.de/produkte/leadlab/
1377,TETORI,TETORI,https://www.tetori.link/
1378,Green Site License,グリーンサイトラインセンス,https://www.gsl-co2.com/
1379,chirashiplus,チラシプラス,https://chirashiplus.jp/
1380,Pokecan,ポケカン,https://pokecan2.net/
1381,SMART CONTEST,スマートコンテスト,https://contest.smartpr.jp/
1382,smarticA!DMP,smarticA!DMP,
1383,Supership Search Solution,Supership Search Solution,https://www.s4p.jp/
1384,social plus,ソーシャルPLUS,https://www.socialplus.jp/
1385,CCMP,CCMP,https://www.cheetahdigital.com/solutions/cheetah-messaging/
1386,Marchex Call Tracking,Call Tracking Analytics,https://www.marchex.com/
1387,C1X,C1X,https://c1exchange.com/
1388,ANALYSE SEO,ANALYSE SEO,https://www.willgate.co.jp/promonista/servicelist/seoconsulting/
1389,ZETA SEARCH,ZETA SEARCH,https://zeta.inc/cx/products/zs
1390,Commanders Act,Commanders Act,https://www.commandersact.com/en/
1391,Basilic.io,Basilic.io,http://basilic.io/
1392,Early Birds,Early Birds,
1393,RhythmOne,RhythmOne,https://www.rhythmone.com/
1394,Imonomy,Imonomy,https://imonomy.com/
1395,IR CMS,IR CMS,https://ircms.jp/service/ir_cms.html
1396,PUSH ONE,PUSH ONE,https://webpush.jp/
1397,CANDY,CANDY,
1398,Speaker Deck,Speaker Deck,https://speakerdeck.com/
1399,Click Analysis,Click Analysis,
1400,DoubleVerify,DoubleVerify,https://doubleverify.com/
1401,Intent IQ,Intent IQ,https://www.intentiq.com/
1403,medi8,medi8,
1404,SITE FARM,SITE FARM,https://sitefarm.jp/
1405,Daigaku Juken Pass Navi,大学受験パスナビ,https://passnavi.obunsha.co.jp/
1406,Yahoo! Static Map API,Yahoo!スタティックマップAPI,
1407,Yahoo! JavaScript Map API,Yahoo! JavaScriptマップAPI,
1408,infoCMS,infoCMS,https://www.infocms.jp/
1409,Kargo,Kargo,https://www.kargo.com/
1410,GMO MakeRepeter,GMO MakeRepeter,https://www.makerepeater.jp/
1411,AudienceOne,AudienceOne,https://www.hakuhodody-one.co.jp/service/marketing/media-solution/audienceone/
1412,Pointillist,Pointillist,https://www.genesys.com/capabilities/customer-journey-management
1413,EffectiveOne,EffectiveOne,
1414,Bunchbox,Bunchbox,https://app.bunchbox.co/
1415,TVSquared,TVSquared,https://www.innovid.com/platform
1416,edita,クチコミedita,
1418,DataMentors,DataMentors,
1419,Alchemer,Alchemer,https://www.alchemer.com/
1420,Syndigo,Syndigo,https://syndigo.com/
1421,55 labs,55 labs,https://fr.fifty-five.com/
1422,OpinionBar,OpinionBar,https://www.opinionbar.com/Home/LogIn
1425,NebulaCX,NebulaCX,
1426,AB Tasty,AB Tasty,https://www.abtasty.com/
1427,Yield Optimisers,Yield Optimisers,https://yieldoptimisers.com/
1429,Inbenta,Inbenta,https://www.inbenta.com/
1430,Xola,Xola,https://www.xola.com/
1431,Olapic,Olapic,https://www.socialnative.com/?utm_source=olapic-redirect&utm_medium=referral
1432,Upwave,Upwave,https://www.upwave.com/
1433,BigCommerce,BigCommerce,https://www.bigcommerce.com/
1434,Kevy,Kevy,https://kevy.co/
1435,E-Volution,E-Volution,https://www.ep4p.com/
1436,Sift,Sift,https://sift.com/
1437,Crimson Hexagon,Crimson Hexagon,https://www.brandwatch.com/#from-ch
1438,Conversio,Conversio,https://conversio.com/
1439,SnapRetail,SnapRetail,https://snapretail.com/
1440,Yotpo,Yotpo,https://www.yotpo.com/
1441,Narrative,Narrative,https://www.narrative.io/
1442,Bound,Bound,https://www.bound360.com/
1443,Adbrain,Adbrain,
1444,Inforgram,Inforgram,https://infogram.com/
1445,Submit Mail,さぶみっと！メール配信,https://www.submit.ne.jp/mail
1446,CartRecovery,カートリカバリー,https://www.submit.ne.jp/cartrecovery
1447,BuySmartJapan,BuySmartJapan,http://ww25.buysmartjapan.com/ja?subid1=20250409-0930-106e-bc17-208947685864
1448,MikanTracking,MikanTracking,
1449,KaiU,回遊,https://kaiu.jp/
1450,LifeStyle,LifeStyle,
1451,KUDAN,KUDAN,
1452,Moshimo Drop Shipping,もしもドロップシッピング,https://www.moshimo.co.jp/service/dropshipping
1453,RESULT PLUS,RESULT PLUS,https://resultplus.jp/
1454,RESULT MASTER,RESULT MASTER,https://result-master.com/
1455,CoreForthOne,コアフォースワン,
1456,Adobe Edge Web Fonts,Adobe Edge Web Fonts,
1457,eltex,eltex,https://www.eltex.co.jp/
1458,JotForm,JotForm,https://www.jotform.com/
1459,Estore Compare,Ｅストアーコンペア,https://estore.jp/
1460,Adobe Dynamic Media,Adobe Dynamic Media,https://business.adobe.com/jp/products/experience-manager/assets/dynamic-media.html
1461,SENSY bot,SENSY bot,
1463,famad,famad,https://admin.fam-ad.com/report/
1464,TAP ONE,TAP ONE,https://tapone.jp/
1465,WISE CART,ワイズカート,
1466,click analyzer,クリックアナライザー,http://clickanalyzer.jp/
1467,Net Protections Logo,ネットプロテクションズ　ロゴ,https://www.netprotections.com/
1468,SoundCloud widget,SoundCloud widget,https://developers.soundcloud.com/
1469,Access Trade,アクセストレード,https://www.accesstrade.ne.jp/
1470,Google Customer Review,Googleカスタマーレビュー,https://support.google.com/merchants/topic/14628801?visit_id=638779413256424142-2698483849&rd=1
1471,AWIN,AWIN,https://www.awin.com/gb/
1472,Proactive AI,Proactive AI,
1473,AlphaSSL,アルファSSL,https://www.toritonssl.com/
1474,Customer Rings,カスタマーリングス,https://www.customer-rings.com/
1475,Rakuten Pay,楽天ペイ,https://checkout.rakuten.co.jp/biz/
1476,CombzReco,コンビーズレコ,
1477,[3s],[3s],http://3s-tools.com/
1478,Interactive Tracker,インタラクティブトラッカー,https://www.videoi.co.jp/
1479,All Internet Analytics,All Internet アナリティクス,https://www.all-internet.jp/
1480,Piwik(Web Marketing Research Institute),Piwik(WEBマーケテイング総合研究所),http://stats.wms-analytics.net/
1481,Blog de Homepage,ブログdeホームページ,https://www.webmarketing.co.jp/business/blogdehp/
1482,GetSiteControl,GetSiteControl,https://getsitecontrol.com/
1483,Yahoo!Geocities,Yahoo!ジオシティーズ,
1484,EXPOLINE,EXPOLINE,https://www.expoline.jp/
1485,SPIRAL,スパイラル,https://www.spiral-platform.co.jp/service/spiralv1/
1486,lift,lift,https://www.liftdsp.com/
1487,Getintent,Getintent,https://getintent.com/
1488,Chat Plus,チャットプラス,https://chatplus.jp/
1489,AdRizer,AdRizer,
1490,DeepIntent,DeepIntent,https://www.deepintent.com/
1491,EasyWebCreator,イジクリ,https://www.ecgo.jp/
1493,Facebook Badge,Facebook バナー,https://developers.facebook.com/docs/plugins/
1494,visitortrack,visitortrack,
1495,Google Charts,Google Charts,https://developers.google.com/chart/
1496,Google Play badge,Google Play badge,https://partnermarketinghub.withgoogle.com/brands/google-play/visual-identity/badge-guidelines/
1497,MultiView,MultiView,https://www.multiview.com/
1498,Access-Counter-Net,アクセスカウンターネット,http://www.access-counter.net/
1499,Saber,Saber,https://saberfeedback.com/
1500,Parrable,Parrable,
1501,Komoona,Komoona,
1504,bRealTime,bRealTime,
1505,FreesaleAccessAnalytics,フリーセルアクセス解析ソフト,https://www.freesale.co.jp/inquiry/fsa_download/
1506,Feedbackify,Feedbackify,https://www.feedbackify.com/
1507,Ninja Home Page,忍者ホームページ,https://www.ninja.co.jp/hp/
1508,RatingWidget,RatingWidget,https://rating-widget.com/
1509,Acoustic Campaign,Acoustic Campaign,https://www.acoustic.com/
1510,Ionic,Ionic,https://ionicframework.com/
1511,Yieldmo,Yieldmo,https://yieldmo.com/
1512,Cardlytics,Cardlytics,https://www.cardlytics.com/
1513,Navegg,Navegg,https://www.navegg.com/br
1515,CPI SSL Certification,CPI SSL Certification,https://cpissl.cpi.ad.jp/cpissl/
1516,Flixster,Flixster,
1517,OnAudience,OnAudience,https://onaudience.com/
1518,TrackJS,TrackJS,https://trackjs.com/
1520,INTEGRAL,INTEGRAL,https://www.ever-rise.co.jp/
1521,YIELD ONE,YIELD ONE,https://yieldone.com/service/
1522,AcuityAds,AcuityAds,https://illumin.com/
1523,hyDMP,hyDMP,https://www.gentags.net/
1524,Miaozhen DMP,Miaozhen DMP,https://www.miaozhen.com/
1525,Headerlift,Headerlift,https://www.headerlift.com/
1526,Digi Trust,Digi Trust,https://www.digitru.st/
1527,Etu Insight Online,Etu Insight Online,https://etunexus.com/
1528,RTBAsia,RTBAsia,https://www.rtbasia.com/
1529,Highcharts,Highcharts,https://www.highcharts.com/
1530,MarkMonitor,MarkMonitor,https://www.markmonitor.com/
1531,SEO Pack,SEO Pack,https://seopack.jp/
1532,ADGoCoo,アドゴクウ,https://adgocoo.com/
1533,UNICORN,UNICORN,https://unicorn.inc/
1534,Hike,Hike,https://mtburn.jp/
1535,SaleCycle,SaleCycle,https://www.salecycle.com/
1536,Sprout! SSP,Sprout! SSP,https://sprout-ad.com/
1537,Instinctive,Instinctive,https://instinctive.io/
1538,AMP,AMP,https://amp.dev/
1539,Blogger,Blogger,https://www.blogger.com/about/?bpli=1
1540,3dcart,3dcart,https://www.shift4shop.com/
1541,Needle,Needle,https://www.thirdchannel.com/
1542,evergage,evergage,https://www.salesforce.com/marketing/personalization/?bc=OSC
1543,SnapEngage,SnapEngage,https://snapengage.com/
1544,Feathr,Feathr,https://www.feathr.co/
1545,optinmonster,optinmonster,https://optinmonster.com/
1546,mailup,mailup,https://mailup.it/
1548,comparecards,comparecards,https://www.comparecards.com/
1549,Sublime Skinz,Sublime Skinz,https://www.sublime.xyz/en
1550,CodePen,CodePen,https://codepen.io/
1551,Zmags,Zmags,https://getfastr.com/
1552,Reflektion,Reflektion,https://www.sitecore.com/products/search
1553,Experian IdentityWorks Premium,Experian IdentityWorks Premium,https://www.experian.com/protection/identity-theft-and-credit-protection/
1554,Curalate,Curalate,https://www.bazaarvoice.com/
1555,AdStage,AdStage,https://adstage.io/
1556,MaxMind,MaxMind,https://www.maxmind.com/en/home
1557,ClickFunnels,ClickFunnels,https://www.clickfunnels.com/
1558,MarketOne,MarketOne,
1559,COMEMO,COMEMO,https://comemo.nikkei.com/
1561,VIDEOJS,VIDEOJS,https://videojs.com/
1563,AWS SDK for JavaScript,AWS SDK for JavaScript,https://docs.aws.amazon.com/sdk-for-javascript/v2/developer-guide/getting-started-browser.html
1564,Matterkind,Matterkind,https://matterkind.com/
1565,GhostRec,GhostRec,http://www.ghostrec.jp/
1566,BidTheatre,BidTheatre,https://www.bidtheatre.com/
1567,Blis,Blis,https://blis.com/
1568,Mynd Plus,Mynd Plus,
1569,adhood,adhood,https://www.adhood.com/
1570,ADITION technologies,ADITION technologies,
1572,SpiceWorks,SpiceWorks,https://www.spiceworks.com/
1573,Pendo,Pendo,https://www.pendo.io/
1574,ProfitWell,Payment Tool Analytics,https://www.paddle.com/profitwell-metrics
1575,Beeketing,Beeketing,
1576,MLveda,MLveda,https://www.mlveda.com/
1577,UseItBetter,UseItBetter,https://www.useitbetter.com/
1578,OptiMonk,OptiMonk,https://www.optimonk.com/
1579,Frosmo,Frosmo,https://frosmo.com/
1580,IPERCEPTIONS,IPERCEPTIONS,https://emplifi.io/
1581,Amazing Slider,Amazing Slider,https://amazingslider.com/
1582,Dr.Marketing,Dr.Marketing,https://www.iad.co.jp/drm/
1583,HIRAMEKI XD,HIRAMEKI XD,https://www.xdata.jp/
1584,teamLabDMP,チームラボDMP,https://www.team-lab.com/teamlabdmp/
1585,ChatWork Share Button,「チャットワークでシェア」ボタン,https://go.chatwork.com/ja/
1586,BASE,BASE,https://thebase.com/
1587,Zumby,Zumby,
1588,TruGAZE,TruGAZE,https://trugaze.io/
1589,Tail,Tail,https://www.tail.digital/
1590,Gemius,Gemius,https://gemius.com/
1591,RESULT EC,RESULT EC,
1592,Revolver,Revolver,https://revolver.jp/
1593,BeMatch,BeMatch,
1594,CrossOven,CrossOven,
